datetime,price,qty,adx,,,pl
27.06.2018 08:47,1670.9,-1,17.04,0,0,-155
27.06.2018 10:03,1669.3,-1,13.89,0,0,300
27.06.2018 11:44,1662.3,-1,20.37,0,0,300
27.06.2018 12:18,1654.9,-1,29.51,0,0,-155
27.06.2018 12:53,1655.5,-1,35.45,0,0,300
28.06.2018 08:48,1636.2,-1,15.99,0,0,-155
28.06.2018 08:54,1642.8,1,17.01,0,0,-155
28.06.2018 09:20,1636.5,-1,13.24,0,0,-155
28.06.2018 09:38,1633.1,-1,17.92,0,0,-150
28.06.2018 09:50,1636.6,1,18.02,0,0,300
28.06.2018 09:58,1642.9,1,16.16,0,0,-155
28.06.2018 10:49,1638.4,-1,15.14,0,0,-155
28.06.2018 11:45,1636.4,-1,13.09,0,0,-155
28.06.2018 12:00,1643.7,1,12.54,0,0,300
29.06.2018 09:06,1658.1,1,16.11,0,0,-155
29.06.2018 09:51,1658.6,1,16.07,0,0,-155
29.06.2018 11:08,1656,-1,14.26,0,0,300
02.07.2018 08:59,1641,1,16.74,0,0,-150
02.07.2018 09:15,1640,-1,17.88,0,0,-155
02.07.2018 09:32,1646.5,1,16.92,0,0,-155
02.07.2018 10:13,1642.6,-1,20.92,0,0,-155
02.07.2018 12:03,1645.1,1,18.88,0,0,-155
02.07.2018 12:59,1646,1,15.7,0,0,300
03.07.2018 09:02,1670.8,1,23.77,0,0,-155
03.07.2018 11:30,1668.3,-1,16.35,0,0,125
05.07.2018 08:35,1671,-1,19.5,0,0,300
05.07.2018 09:52,1668.6,1,19.11,0,0,300
06.07.2018 08:40,1688.1,1,14.77,0,0,300
09.07.2018 09:21,1702,-1,27.35,0,0,-155
09.07.2018 10:54,1704.5,1,22.94,0,0,160
09.07.2018 14:59,1710.5,-1,22.19,0,0,-15
10.07.2018 09:57,1708.3,-1,15.82,0,0,300
10.07.2018 12:37,1695.6,-1,32.68,0,0,-155
10.07.2018 13:46,1696.9,1,38,0,0,125
11.07.2018 08:38,1695.5,1,13.5,0,0,-155
11.07.2018 08:50,1689,-1,12.6,0,0,-155
11.07.2018 09:00,1696.1,1,12,0,0,-155
11.07.2018 10:36,1692.6,-1,15.77,0,0,300
11.07.2018 14:05,1693.6,1,14.2,0,0,-155
12.07.2018 08:35,1688,-1,16.32,0,0,300
12.07.2018 08:47,1681.9,-1,20.74,0,0,-155
12.07.2018 08:54,1688.7,1,20.61,0,0,-155
12.07.2018 09:45,1684.1,-1,13.26,0,0,-155
12.07.2018 11:00,1686.9,1,14.36,0,0,300
12.07.2018 11:33,1693.1,1,14.26,0,0,-45
13.07.2018 08:59,1692.3,-1,18.63,0,0,-155
13.07.2018 10:44,1697.5,-1,16.67,0,0,300
13.07.2018 12:55,1692.7,-1,14.41,0,0,60
16.07.2018 08:39,1688.6,-1,15.54,0,0,300
16.07.2018 09:55,1680.8,-1,25.22,0,0,-155
16.07.2018 11:33,1681.7,1,25.88,0,0,-150
16.07.2018 12:46,1681.5,1,20.01,0,0,-150
16.07.2018 13:55,1675.3,-1,18.37,0,0,-155
17.07.2018 08:53,1688.6,1,16.08,0,0,300
17.07.2018 09:36,1693.3,1,24.3,0,0,-155
18.07.2018 10:28,1688.5,1,18.49,0,0,-155
18.07.2018 12:59,1687.4,-1,16.94,0,0,-150
18.07.2018 13:46,1692.2,1,16.8,0,0,45
19.07.2018 08:53,1689,-1,13.67,0,0,-155
19.07.2018 09:08,1695,1,12.91,0,0,300
20.07.2018 09:22,1702.4,-1,9.54,0,0,-155
20.07.2018 13:35,1700.8,-1,12.58,0,0,-20
23.07.2018 08:40,1693.5,-1,14.81,0,0,-155
23.07.2018 10:56,1701.9,1,13.31,0,0,-55
24.07.2018 08:40,1709.8,1,27.34,0,0,-155
24.07.2018 08:52,1705.3,-1,24.43,0,0,300
24.07.2018 10:01,1697.9,-1,21.82,0,0,300
24.07.2018 10:49,1691.3,-1,31.4,0,0,300
24.07.2018 12:28,1682.7,-1,40.44,0,0,300
24.07.2018 13:20,1678.1,-1,48.19,0,0,-155
25.07.2018 09:14,1679.4,-1,16.47,0,0,-155
25.07.2018 11:08,1682.2,1,14.58,0,0,-150
25.07.2018 12:39,1679.1,-1,14.63,0,0,-150
26.07.2018 08:43,1694.8,1,26.58,0,0,300
26.07.2018 09:40,1704.2,1,35.92,0,0,-155
26.07.2018 10:51,1700.1,-1,38.19,0,0,300
26.07.2018 11:27,1695.7,-1,29.91,0,0,-155
27.07.2018 08:41,1694.2,-1,10.54,0,0,300
27.07.2018 09:05,1688,-1,19.55,0,0,300
27.07.2018 09:46,1677.8,-1,41.05,0,0,300
27.07.2018 10:17,1670,-1,51.7,0,0,-155
27.07.2018 10:47,1672.9,1,52.2,0,0,-150
27.07.2018 11:56,1663.8,-1,43.01,0,0,-155
27.07.2018 12:12,1665.6,1,42.46,0,0,-155
27.07.2018 13:01,1669.4,1,29.41,0,0,-155
30.07.2018 08:36,1666.1,-1,20.48,0,0,-155
30.07.2018 09:33,1669.8,1,16.4,0,0,-155
30.07.2018 10:02,1668.5,-1,16.51,0,0,300
30.07.2018 10:18,1662.2,-1,15.36,0,0,-155
30.07.2018 11:16,1662.1,-1,15.45,0,0,155
30.07.2018 14:42,1656.1,1,17.28,0,0,-25
31.07.2018 09:21,1659.1,-1,9.54,0,0,-155
31.07.2018 09:40,1665.1,1,10.69,0,0,300
31.07.2018 10:39,1674.2,1,28.27,0,0,-155
31.07.2018 11:21,1678.4,1,38.46,0,0,-155
31.07.2018 12:16,1671.4,-1,37.07,0,0,-155
31.07.2018 14:00,1673.4,1,23.13,0,0,-45
01.08.2018 09:59,1669.6,-1,9.8,0,0,300
01.08.2018 10:51,1661.9,-1,21.55,0,0,-150
01.08.2018 13:29,1667.9,1,17.63,0,0,-155
01.08.2018 14:05,1667.9,1,18.02,0,0,175
02.08.2018 09:30,1675.4,1,25.46,0,0,-155
02.08.2018 11:23,1680.6,1,23.33,0,0,120
06.08.2018 08:40,1674.1,1,12.07,0,0,300
06.08.2018 09:02,1680.8,1,15.73,0,0,-155
06.08.2018 10:19,1675.6,-1,16.08,0,0,-155
06.08.2018 10:40,1682.7,1,14.76,0,0,65
07.08.2018 12:52,1690.1,-1,15.74,0,0,-10
08.08.2018 09:25,1678.1,-1,25.96,0,0,-155
08.08.2018 10:03,1684.4,1,29.15,0,0,300
09.08.2018 10:52,1693.9,-1,24.32,0,0,-155
10.08.2018 08:37,1687,1,29.58,0,0,-155
10.08.2018 08:56,1684.3,-1,21.4,0,0,-155
10.08.2018 09:10,1689.1,1,17.48,0,0,300
10.08.2018 10:57,1695.7,1,25.74,0,0,-155
10.08.2018 13:28,1688.7,-1,20.18,0,0,-150
13.08.2018 09:20,1691.4,1,13.34,0,0,-155
13.08.2018 10:11,1683.8,-1,14.05,0,0,300
13.08.2018 11:05,1676.1,-1,24.95,0,0,300
13.08.2018 12:11,1671.9,-1,37.38,0,0,-155
13.08.2018 13:05,1678.4,1,33.68,0,0,45
14.08.2018 08:49,1686.4,1,19.31,0,0,-150
14.08.2018 09:30,1689.3,1,21.09,0,0,300
14.08.2018 13:20,1693.7,-1,23.52,0,0,15
14.08.2018 15:12,1696.8,1,14.6,0,0,-5
15.08.2018 08:47,1683.4,-1,24.12,0,0,300
15.08.2018 09:00,1677,-1,32.68,0,0,300
15.08.2018 09:30,1668,-1,48.82,0,0,-155
15.08.2018 09:52,1665,-1,48.99,0,0,-155
15.08.2018 10:15,1671.3,1,41.61,0,0,-155
15.08.2018 13:35,1667.7,-1,18.76,0,0,-150
15.08.2018 14:09,1672.3,1,17.39,0,0,-150
16.08.2018 10:16,1689.8,1,27.25,0,0,-155
16.08.2018 12:32,1686.5,-1,32.24,0,0,-10
16.08.2018 15:01,1689.6,1,19.8,0,0,-5
17.08.2018 09:09,1682.9,-1,14.61,0,0,-155
17.08.2018 09:44,1685,1,15.07,0,0,-155
17.08.2018 10:42,1688.5,1,12.6,0,0,300
17.08.2018 13:27,1695.5,1,21.66,0,0,-150
20.08.2018 09:22,1694.7,-1,23.8,0,0,-155
20.08.2018 10:34,1699.2,1,23.97,0,0,20
21.08.2018 08:51,1710.3,1,27.22,0,0,300
21.08.2018 10:56,1720.2,1,44.61,0,0,-70
21.08.2018 15:00,1717.1,-1,36.66,0,0,25
22.08.2018 08:37,1723.8,1,21.56,0,0,-155
22.08.2018 08:54,1718.4,-1,22.27,0,0,-155
22.08.2018 09:57,1720.1,1,14.31,0,0,145
23.08.2018 09:29,1725.9,1,10.86,0,0,-155
23.08.2018 10:02,1721.1,-1,11.04,0,0,300
23.08.2018 10:23,1716.6,-1,14.11,0,0,-155
23.08.2018 11:11,1720.7,1,17.1,0,0,-155
23.08.2018 12:26,1716.9,-1,14.2,0,0,-155
24.08.2018 12:55,1722.7,-1,15.91,0,0,-155
27.08.2018 09:29,1738.2,1,35.65,0,0,-155
27.08.2018 09:46,1733.6,-1,34.32,0,0,-155
28.08.2018 08:55,1731.7,-1,12.57,0,0,300
28.08.2018 10:51,1724.8,-1,13.22,0,0,-155
29.08.2018 09:38,1729.6,1,10.61,0,0,300
30.08.2018 09:29,1733.4,1,11.17,0,0,-155
30.08.2018 10:25,1728.8,-1,11.51,0,0,-155
30.08.2018 11:21,1734.2,1,12.21,0,0,300
30.08.2018 12:46,1742.1,1,18.82,0,0,-155
30.08.2018 13:23,1735.7,-1,19.79,0,0,-155
31.08.2018 12:03,1736,1,10.46,0,0,135
31.08.2018 14:49,1742,-1,15.21,0,0,-90
04.09.2018 08:38,1731.8,-1,23.52,0,0,-155
04.09.2018 09:17,1737.3,1,25.12,0,0,-155
04.09.2018 09:39,1734.2,-1,19.84,0,0,-155
04.09.2018 09:49,1739.5,1,17.73,0,0,-155
04.09.2018 10:07,1734.1,-1,16.26,0,0,300
04.09.2018 12:01,1727.9,1,29.64,0,0,300
05.09.2018 08:38,1726.9,-1,18,0,0,300
05.09.2018 09:19,1717.4,-1,33.87,0,0,-155
05.09.2018 09:47,1721.4,1,33.99,0,0,300
05.09.2018 12:38,1727.6,1,17.97,0,0,0
06.09.2018 09:10,1727.7,-1,13.86,0,0,-155
06.09.2018 09:36,1727.3,-1,12.55,0,0,300
06.09.2018 10:07,1721.1,-1,17.64,0,0,300
06.09.2018 11:42,1715.5,-1,32.55,0,0,-155
07.09.2018 08:41,1715.2,1,17.37,0,0,300
07.09.2018 09:36,1720.8,1,28.47,0,0,-155
07.09.2018 11:05,1717.3,-1,25.34,0,0,300
07.09.2018 12:29,1711,-1,27.64,0,0,-15
07.09.2018 14:53,1714.1,1,22.19,0,0,25
10.09.2018 10:12,1725.3,1,14.21,0,0,-155
10.09.2018 10:37,1719.4,-1,15.23,0,0,300
11.09.2018 08:47,1719.3,1,13.86,0,0,-155
11.09.2018 09:34,1711.8,-1,13.64,0,0,-155
11.09.2018 10:22,1715.4,1,17.84,0,0,300
11.09.2018 10:57,1724.6,1,20.47,0,0,-155
11.09.2018 11:56,1722.1,-1,24.06,0,0,175
12.09.2018 09:16,1708.1,-1,18.86,0,0,-155
12.09.2018 10:13,1711.8,1,26.7,0,0,-155
12.09.2018 10:45,1707.9,-1,23.13,0,0,-155
12.09.2018 11:08,1709,1,20.39,0,0,300
13.09.2018 09:26,1719.4,-1,28.92,0,0,-150
13.09.2018 11:17,1723.9,1,17.62,0,0,-155
14.09.2018 09:18,1725.9,1,10.65,0,0,300
14.09.2018 10:08,1731.1,1,25.46,0,0,-155
14.09.2018 11:05,1724.9,-1,25.14,0,0,-155
14.09.2018 13:01,1727.4,1,19.16,0,0,25
17.09.2018 08:39,1721.2,-1,13.23,0,0,300
17.09.2018 09:30,1713.1,-1,27.37,0,0,-155
17.09.2018 10:10,1717.4,1,34.73,0,0,-150
17.09.2018 11:32,1712.2,-1,22.72,0,0,-155
17.09.2018 12:34,1711.1,-1,23.01,0,0,-155
17.09.2018 13:00,1712.6,1,21.42,0,0,-155
18.09.2018 09:00,1710.4,-1,22.03,0,0,-150
18.09.2018 09:21,1716.2,1,19.03,0,0,-155
18.09.2018 09:34,1710.4,-1,17.27,0,0,-155
18.09.2018 09:53,1716.5,1,15.01,0,0,100
19.09.2018 09:19,1718.2,-1,15.85,0,0,-155
19.09.2018 10:24,1715.3,-1,10.55,0,0,300
19.09.2018 11:20,1710.1,-1,21.43,0,0,300
19.09.2018 11:40,1703.6,-1,29.66,0,0,-155
20.09.2018 09:06,1717,1,18.39,0,0,-150
20.09.2018 09:33,1714.2,-1,14.71,0,0,-150
20.09.2018 09:44,1719.1,1,13.91,0,0,-155
20.09.2018 11:27,1721.4,1,17.92,0,0,120
20.09.2018 15:11,1727.4,-1,27.23,0,0,-50
21.09.2018 08:43,1728.9,1,25.71,0,0,-150
21.09.2018 09:44,1720.6,-1,20.43,0,0,145
21.09.2018 14:46,1714.6,1,19.06,0,0,-5
24.09.2018 09:35,1709.6,-1,13.67,0,0,300
24.09.2018 10:12,1701.4,-1,35.47,0,0,-155
24.09.2018 10:20,1706,1,33.58,0,0,-155
24.09.2018 10:48,1703.2,-1,25.34,0,0,-155
24.09.2018 12:42,1707.7,1,18.39,0,0,125
25.09.2018 10:04,1713.3,-1,22.25,0,0,-150
26.09.2018 09:09,1707.9,-1,19.47,0,0,-155
26.09.2018 12:00,1713.4,1,19.98,0,0,-155
26.09.2018 13:44,1708.6,-1,13.7,0,0,140
26.09.2018 14:40,1702.6,1,17.3,0,0,-85
27.09.2018 08:42,1697.8,1,21.87,0,0,0
28.09.2018 08:40,1698,1,20.01,0,0,-155
28.09.2018 09:27,1702.4,1,19.52,0,0,-155
01.10.2018 08:31,1698.7,-1,23.85,0,0,-155
01.10.2018 08:34,1702,1,24.42,0,0,-150
01.10.2018 09:56,1697.7,-1,15.88,0,0,300
01.10.2018 12:04,1686.9,-1,38.53,0,0,-150
01.10.2018 13:26,1685.1,-1,39.21,0,0,300
02.10.2018 09:22,1668.7,-1,21,0,0,-155
02.10.2018 10:52,1671.1,1,23.73,0,0,-155
02.10.2018 13:39,1661.9,-1,18.92,0,0,160
03.10.2018 09:18,1665.5,1,14.52,0,0,300
03.10.2018 11:29,1678.3,1,24.22,0,0,-155
03.10.2018 13:46,1674.8,-1,32.54,0,0,-25
03.10.2018 15:04,1677.9,1,19.09,0,0,0
04.10.2018 08:34,1666.9,-1,18.04,0,0,300
04.10.2018 09:51,1663.8,1,19.47,0,0,-155
04.10.2018 10:24,1660.9,-1,15.46,0,0,300
04.10.2018 11:04,1653.6,-1,17.08,0,0,300
04.10.2018 11:18,1646.7,-1,28.49,0,0,-155
04.10.2018 11:40,1649.4,1,35.57,0,0,-5
05.10.2018 08:53,1651.4,-1,10.73,0,0,300
05.10.2018 09:55,1644.5,-1,16.76,0,0,300
05.10.2018 10:30,1634.6,-1,33.07,0,0,-155
05.10.2018 10:46,1628.5,-1,40.24,0,0,300
05.10.2018 12:50,1629.3,1,28.51,0,0,300
05.10.2018 13:32,1637.6,1,28.32,0,0,-60
05.10.2018 14:30,1634.6,-1,30.29,0,0,-5
08.10.2018 10:13,1630.1,-1,13.42,0,0,300
08.10.2018 10:40,1623.3,-1,21.84,0,0,-155
08.10.2018 13:47,1634.1,1,20.45,0,0,50
09.10.2018 08:35,1636.2,1,17.58,0,0,-155
09.10.2018 08:46,1630.9,-1,18.83,0,0,-155
09.10.2018 08:59,1636.5,1,16.16,0,0,-155
09.10.2018 09:15,1635.1,-1,15.91,0,0,-155
09.10.2018 09:28,1638.7,1,13.8,0,0,-155
09.10.2018 09:58,1636.6,-1,14.89,0,0,-155
09.10.2018 11:15,1631.5,-1,9.83,0,0,300
09.10.2018 12:07,1626.6,-1,21.27,0,0,-155
10.10.2018 08:56,1611.7,-1,23.59,0,0,-150
10.10.2018 09:43,1610.5,-1,18.69,0,0,300
10.10.2018 10:11,1606.1,-1,19.62,0,0,300
10.10.2018 10:38,1599.9,-1,27.86,0,0,-155
10.10.2018 10:52,1605.1,1,24.38,0,0,-155
10.10.2018 11:23,1605.5,1,17.64,0,0,-155
10.10.2018 11:43,1600,-1,15.82,0,0,-150
10.10.2018 12:06,1599.5,-1,15.86,0,0,-155
10.10.2018 12:11,1605.4,1,14.26,0,0,-155
10.10.2018 13:05,1601.9,-1,15.31,0,0,300
10.10.2018 13:44,1594.3,-1,21.86,0,0,-155
11.10.2018 08:41,1566.8,-1,18.29,0,0,-155
11.10.2018 08:47,1571.1,1,17.37,0,0,300
11.10.2018 08:52,1578,1,20.01,0,0,300
11.10.2018 08:58,1584.3,1,29.51,0,0,-155
11.10.2018 09:15,1575.2,-1,22.4,0,0,-155
11.10.2018 09:29,1577.7,1,17.14,0,0,-155
11.10.2018 10:00,1570.5,-1,17.61,0,0,300
11.10.2018 10:14,1564.4,-1,28.18,0,0,-155
11.10.2018 10:45,1571,1,16.88,0,0,300
11.10.2018 11:01,1574,-1,22.37,0,0,-155
11.10.2018 11:19,1578.3,1,17.22,0,0,-150
11.10.2018 12:19,1577.1,1,16.43,0,0,-155
11.10.2018 12:30,1574.2,-1,14.66,0,0,300
11.10.2018 13:35,1558.5,-1,32.88,0,0,300
11.10.2018 13:46,1550.2,-1,50.92,0,0,-155
12.10.2018 08:32,1562.3,-1,14.92,0,0,-155
12.10.2018 08:37,1566.1,1,19.69,0,0,-155
12.10.2018 08:53,1562.7,1,15.14,0,0,300
12.10.2018 09:02,1569.1,1,15.99,0,0,-155
12.10.2018 09:13,1562.5,-1,14.56,0,0,300
12.10.2018 10:26,1554.2,-1,15.25,0,0,300
12.10.2018 11:08,1546.8,-1,21.94,0,0,300
12.10.2018 11:38,1538.4,-1,32.92,0,0,300
12.10.2018 11:50,1531.4,-1,45.48,0,0,-155
12.10.2018 11:58,1536.1,1,43.26,0,0,300
12.10.2018 12:10,1542.7,1,35.06,0,0,-155
12.10.2018 12:14,1536.2,-1,28.3,0,0,-155
12.10.2018 12:30,1537.1,-1,16.9,0,0,-155
12.10.2018 12:48,1543.2,1,13.68,0,0,-155
12.10.2018 13:02,1539.2,-1,14.8,0,0,300
12.10.2018 13:14,1532.9,-1,18.63,0,0,-155
12.10.2018 13:31,1537.6,1,17.83,0,0,-155
12.10.2018 13:56,1541.7,1,14.79,0,0,145
12.10.2018 14:34,1547.7,-1,23.32,0,0,-5
15.10.2018 09:06,1541.9,-1,14.67,0,0,-155
15.10.2018 09:31,1545.8,1,22.04,0,0,-155
15.10.2018 10:00,1545.6,1,14.56,0,0,300
15.10.2018 10:27,1554.6,1,25.38,0,0,-155
15.10.2018 10:59,1548.8,-1,27.3,0,0,-150
15.10.2018 11:31,1551.4,1,20.98,0,0,300
15.10.2018 12:30,1554.2,-1,21.8,0,0,-155
15.10.2018 12:39,1559.2,1,22.01,0,0,-155
15.10.2018 13:50,1561.7,1,18.99,0,0,-145
15.10.2018 14:31,1558.6,-1,18.5,0,0,55
16.10.2018 08:35,1557.2,-1,16.69,0,0,-155
16.10.2018 08:58,1560.5,1,14.98,0,0,300
16.10.2018 09:47,1568.9,1,21.97,0,0,300
16.10.2018 10:24,1577.6,1,33.59,0,0,300
16.10.2018 11:37,1586.1,1,52.43,0,0,300
16.10.2018 12:54,1590.3,1,61.36,0,0,300
16.10.2018 13:45,1595.1,1,67.5,0,0,-155
17.10.2018 08:36,1587.4,-1,26.15,0,0,300
17.10.2018 09:38,1576.4,-1,28.03,0,0,-150
17.10.2018 09:59,1577.4,1,33.94,0,0,300
17.10.2018 10:44,1584.4,1,15.62,0,0,300
17.10.2018 11:24,1592.9,1,26.57,0,0,-155
17.10.2018 13:15,1587.6,-1,19.74,0,0,-155
17.10.2018 13:53,1591.7,1,17.97,0,0,5
18.10.2018 08:55,1581.2,-1,16.41,0,0,-155
18.10.2018 09:06,1585.4,1,18.08,0,0,-155
18.10.2018 09:23,1588.4,1,13.72,0,0,-150
18.10.2018 09:55,1583,-1,12.61,0,0,-150
18.10.2018 10:09,1578.5,-1,13.38,0,0,-155
18.10.2018 11:26,1572.3,1,28.02,0,0,-155
18.10.2018 12:11,1567.1,-1,13.94,0,0,300
18.10.2018 12:23,1561,-1,20.15,0,0,-150
19.10.2018 08:39,1567.9,1,13.25,0,0,300
19.10.2018 08:53,1574.8,1,18.09,0,0,-155
19.10.2018 09:27,1567.7,-1,17.98,0,0,300
19.10.2018 10:24,1560.4,-1,17.87,0,0,-155
19.10.2018 11:12,1556.6,-1,21.86,0,0,300
19.10.2018 11:25,1549.4,-1,29.78,0,0,-155
19.10.2018 12:10,1548.5,-1,26.26,0,0,-155
19.10.2018 12:26,1551.3,1,20.92,0,0,-155
19.10.2018 12:54,1547.2,-1,17.04,0,0,300
19.10.2018 13:09,1542.7,-1,23.56,0,0,-155
19.10.2018 13:25,1545.9,1,23.42,0,0,-155
22.10.2018 08:54,1549.6,-1,17.62,0,0,300
22.10.2018 09:23,1540,-1,22.01,0,0,-155
22.10.2018 09:33,1545.1,1,25.26,0,0,300
22.10.2018 09:44,1551.8,1,24.55,0,0,-155
22.10.2018 10:14,1546.4,-1,23.72,0,0,-155
22.10.2018 10:22,1552.6,1,19.68,0,0,-150
22.10.2018 10:34,1548,-1,17.65,0,0,-155
22.10.2018 11:14,1543.7,-1,11.82,0,0,-155
22.10.2018 12:10,1546.2,1,18.92,0,0,-155
22.10.2018 13:10,1542.8,-1,14.15,0,0,-155
23.10.2018 08:50,1522.6,1,12,0,0,-155
23.10.2018 09:02,1517.2,-1,10.13,0,0,300
23.10.2018 09:15,1506.8,-1,29.83,0,0,300
23.10.2018 09:42,1506.9,1,30.85,0,0,300
23.10.2018 10:09,1512,1,21.92,0,0,300
23.10.2018 10:43,1513,-1,28.52,0,0,-150
23.10.2018 11:16,1517.2,1,19.91,0,0,300
23.10.2018 11:39,1525.1,1,31.23,0,0,-155
23.10.2018 12:01,1523.2,-1,34.29,0,0,-155
23.10.2018 12:09,1528.9,1,33.6,0,0,-155
23.10.2018 13:17,1531,1,17.53,0,0,300
23.10.2018 13:40,1538.2,1,28.71,0,0,-150
24.10.2018 08:52,1526.3,-1,18.98,0,0,-155
24.10.2018 09:23,1521.1,-1,13.52,0,0,300
24.10.2018 10:03,1512.3,-1,21.33,0,0,300
24.10.2018 10:34,1508.2,-1,29.99,0,0,-150
24.10.2018 10:50,1511.8,1,25.01,0,0,300
24.10.2018 11:23,1509.9,-1,17.16,0,0,300
24.10.2018 11:50,1502.7,-1,24.12,0,0,-155
24.10.2018 12:00,1505.8,1,26.04,0,0,-155
24.10.2018 12:09,1500.2,-1,27.7,0,0,-155
24.10.2018 12:20,1501.9,1,30.35,0,0,-155
24.10.2018 12:30,1499.5,-1,29.46,0,0,-155
24.10.2018 12:59,1498.7,-1,16.61,0,0,300
24.10.2018 13:08,1491.9,-1,18.74,0,0,-150
24.10.2018 13:23,1495.5,1,20.42,0,0,-155
24.10.2018 13:52,1492.1,-1,15.16,0,0,300
25.10.2018 08:33,1476.9,-1,12.78,0,0,-155
25.10.2018 08:36,1480.7,1,12.81,0,0,300
25.10.2018 08:50,1489.5,1,20.1,0,0,300
25.10.2018 09:05,1493.9,1,34.72,0,0,-155
25.10.2018 09:10,1488.6,-1,32.22,0,0,-155
25.10.2018 09:32,1491.8,1,17.85,0,0,300
25.10.2018 09:48,1500,1,25.75,0,0,-155
25.10.2018 10:22,1501.8,1,19.2,0,0,-150
25.10.2018 10:44,1498.7,-1,24.16,0,0,-155
25.10.2018 11:25,1496.6,-1,17.89,0,0,-155
25.10.2018 13:31,1504.4,1,13.09,0,0,110
25.10.2018 14:45,1501.4,-1,19.89,0,0,-5
26.10.2018 08:35,1480.8,-1,22.05,0,0,-155
26.10.2018 08:50,1482.5,1,13.84,0,0,-155
26.10.2018 09:01,1475.7,-1,12.93,0,0,300
26.10.2018 09:33,1468.3,-1,20.53,0,0,300
26.10.2018 09:58,1459.9,-1,30.62,0,0,-150
26.10.2018 10:08,1466.2,1,27.23,0,0,-155
26.10.2018 10:18,1470.6,1,20.03,0,0,300
26.10.2018 10:31,1479.3,1,34.93,0,0,-155
26.10.2018 10:45,1477.3,-1,31.48,0,0,-155
26.10.2018 10:53,1480.6,1,23.31,0,0,-155
26.10.2018 11:22,1484.7,1,23.08,0,0,300
26.10.2018 11:41,1491.4,1,29.65,0,0,300
26.10.2018 11:52,1496.5,1,40.28,0,0,300
26.10.2018 12:09,1501.5,1,46.41,0,0,-155
26.10.2018 12:29,1496.8,-1,39.12,0,0,300
26.10.2018 12:45,1492.7,1,29.32,0,0,300
26.10.2018 13:06,1491.7,-1,18.82,0,0,-155
26.10.2018 13:48,1489.2,-1,11.2,0,0,300
26.10.2018 13:59,1481.9,-1,19.03,0,0,-155
29.10.2018 09:00,1510.3,1,23.75,0,0,300
29.10.2018 09:12,1514.4,1,32.26,0,0,-155
29.10.2018 10:15,1508.8,-1,16.98,0,0,-155
29.10.2018 10:44,1512,1,16.3,0,0,-155
29.10.2018 10:56,1505.7,-1,14.98,0,0,300
29.10.2018 11:06,1499.5,-1,22.62,0,0,300
29.10.2018 11:23,1492.2,-1,37,0,0,-150
29.10.2018 11:38,1495.6,1,38.32,0,0,300
29.10.2018 12:10,1500.1,1,20.55,0,0,300
29.10.2018 13:04,1500.2,-1,16.51,0,0,300
29.10.2018 13:19,1493.3,-1,23.36,0,0,300
29.10.2018 13:35,1488.6,-1,31.82,0,0,-150
29.10.2018 13:51,1485.1,-1,31.77,0,0,300
30.10.2018 08:39,1481.6,1,15.87,0,0,300
30.10.2018 08:41,1489.1,1,20.82,0,0,-155
30.10.2018 08:50,1490.2,1,22.98,0,0,300
30.10.2018 08:56,1497,1,29.84,0,0,-155
30.10.2018 09:23,1495.8,-1,13.82,0,0,300
30.10.2018 09:37,1487.9,-1,15.71,0,0,-155
30.10.2018 09:49,1489.7,1,24.19,0,0,300
30.10.2018 10:15,1488.4,-1,11.43,0,0,-155
30.10.2018 10:29,1499.6,1,14.25,0,0,300
30.10.2018 10:51,1505.8,1,31.43,0,0,-155
30.10.2018 10:57,1503.4,-1,29.08,0,0,300
30.10.2018 12:00,1495.8,-1,13.07,0,0,300
30.10.2018 12:43,1493.5,1,26.65,0,0,300
30.10.2018 13:54,1499.7,1,14.93,0,0,300
31.10.2018 08:37,1518.8,-1,27.08,0,0,-155
31.10.2018 08:47,1522.9,1,21.86,0,0,-155
31.10.2018 08:50,1521,-1,18.95,0,0,-155
31.10.2018 09:08,1520.8,-1,13.47,0,0,-155
31.10.2018 09:21,1524.5,1,12.77,0,0,-155
31.10.2018 09:51,1520.8,-1,18.49,0,0,-155
31.10.2018 11:02,1514.6,-1,12.78,0,0,-155
31.10.2018 11:28,1519,1,16.03,0,0,35
31.10.2018 14:38,1516,-1,9.21,0,0,-5
01.11.2018 08:55,1527.4,1,19.25,0,0,-155
01.11.2018 09:02,1524,-1,18.74,0,0,-155
01.11.2018 09:12,1528.4,1,15.58,0,0,-155
01.11.2018 09:22,1525.3,-1,16.51,0,0,-150
01.11.2018 09:27,1526.3,1,15.27,0,0,300
01.11.2018 09:37,1531,1,18.08,0,0,300
01.11.2018 11:53,1540.1,1,16.59,0,0,300
02.11.2018 08:33,1555.3,1,16.8,0,0,-155
02.11.2018 08:43,1556.3,1,12.44,0,0,-150
02.11.2018 09:05,1551.3,-1,12.1,0,0,-155
02.11.2018 09:30,1546.5,-1,14.65,0,0,300
02.11.2018 09:46,1546.1,1,29.1,0,0,-155
02.11.2018 10:19,1543.7,-1,16.91,0,0,-155
02.11.2018 11:34,1539.4,-1,10.48,0,0,-155
02.11.2018 11:47,1543.8,1,12.8,0,0,-155
02.11.2018 11:55,1537.6,-1,12.24,0,0,-155
02.11.2018 12:13,1541.3,1,15.51,0,0,-155
02.11.2018 13:29,1545.3,1,13.29,0,0,-155
02.11.2018 13:36,1541.4,-1,14.22,0,0,-155
