date,price,side,adx,neco,momentum,pl
29.04.2021 11:26,2274.1,-1,15.04,0,-5.2,-155
29.04.2021 11:51,2282.1,1,15.87,0,1.1,150
29.04.2021 11:55,2283.7,1,21.05,0,5.2,-150
29.04.2021 11:59,2281.5,-1,22.58,0,3.1,150
29.04.2021 12:04,2278.3,-1,19.95,0,-3.6,-155
29.04.2021 12:06,2281.8,1,16.36,0,-0.6,-155
29.04.2021 12:10,2280.2,-1,15.09,0,-1.1,-150
29.04.2021 12:30,2283.3,1,9.3,0,2.2,-155
29.04.2021 12:41,2280.4,-1,8.43,0,0,-155
29.04.2021 12:44,2284.2,1,8.03,0,2.3,-155
29.04.2021 12:55,2282.2,-1,10.65,0,1.1,150
29.04.2021 13:15,2286.8,1,14.38,0,6.5,150
29.04.2021 13:32,2291.8,1,24.36,0,6.6,150
29.04.2021 13:45,2293.6,1,35.19,0,4.3,-155
29.04.2021 13:52,2291.7,-1,37.66,0,-0.2,-150
29.04.2021 13:59,2294.8,1,34.59,0,0.6,-155
30.04.2021 08:31,2270,-1,17.32,0,-0.5,-155
30.04.2021 08:31,2274.2,1,15.54,0,1.5,150
30.04.2021 08:34,2279.8,1,27.33,0,5.2,-155
30.04.2021 08:37,2278.1,-1,29.52,0,0.7,-155
30.04.2021 08:47,2279.7,1,17.61,0,-0.9,150
30.04.2021 08:49,2282.9,1,14.47,0,2.8,-150
30.04.2021 08:54,2281.6,1,14.7,0,-2.2,150
30.04.2021 09:00,2285.5,1,12.17,0,3.8,-155
30.04.2021 09:03,2283.1,-1,14.47,0,1.1,-150
30.04.2021 09:04,2286.2,1,13.39,0,2.1,150
30.04.2021 09:10,2289.9,1,18.99,0,4.8,-155
30.04.2021 09:22,2285.7,-1,19.68,0,-3.4,150
30.04.2021 09:27,2283.8,-1,18.73,0,-4.7,-155
30.04.2021 09:28,2287.5,1,19.52,0,1.5,-155
30.04.2021 09:34,2284.1,-1,12.8,0,-1.8,150
30.04.2021 09:37,2280.6,-1,14.98,0,-5.9,150
30.04.2021 09:38,2276.4,-1,20.13,0,-9.6,150
30.04.2021 09:48,2273,-1,23.48,0,-3.6,150
30.04.2021 10:01,2268.5,-1,20.14,0,-5.8,-155
30.04.2021 10:04,2272,1,22,0,0.1,150
30.04.2021 10:12,2275.2,1,14.14,0,3.1,-150
30.04.2021 10:16,2275.9,1,13.12,0,4.9,-150
30.04.2021 10:20,2271.3,-1,11.29,0,-0.8,-155
30.04.2021 10:21,2275.5,1,10.4,0,-0.5,-155
30.04.2021 10:26,2273.6,-1,11.13,0,1.3,-155
30.04.2021 10:32,2276.9,1,9.23,0,3.2,-150
30.04.2021 10:42,2272.8,-1,11.55,0,-2.3,-155
30.04.2021 10:56,2276.4,1,9.48,0,2.8,-155
30.04.2021 11:16,2272.9,-1,11.73,0,-3,-155
30.04.2021 11:31,2274.5,1,12.21,0,2.9,-155
30.04.2021 11:54,2270.9,-1,7.51,0,-2.1,-155
30.04.2021 11:59,2272.6,1,10.55,0,-1.1,-155
30.04.2021 12:18,2270.8,-1,9.93,0,-0.5,150
30.04.2021 12:45,2266.8,-1,10.58,0,-3.9,150
30.04.2021 12:47,2262.7,-1,16.92,0,-9.5,-150
30.04.2021 12:53,2261.4,-1,28.82,0,-1.3,150
30.04.2021 12:57,2258.1,-1,31.16,0,-6.6,-155
30.04.2021 13:02,2257.3,-1,30.09,0,-2,-155
30.04.2021 13:06,2259.3,1,26.25,0,-1.3,150
30.04.2021 13:12,2262.3,1,16.5,0,1.7,150
30.04.2021 13:55,2264.6,1,11.49,0,3.1,-150
30.04.2021 13:56,2261.5,-1,12.38,0,0,150
